TIMESTAMP,ARRR_OPEN_PRICE_USD,ARRR_HIGH_PRICE_USD,ARRR_LOW_PRICE_USD,ARRR_CLOSE_PRICE_USD,ARRR_VOLUME_USD,ARRR_DIVIDENDS_USD,ARRR_STOCK_SPLITS_USD
2019-05-22 00:00:00+00:00,0.09701800346374512,0.09709200263023376,0.09244199842214584,0.09244199842214584,71797,0.0,0.0
2019-05-23 00:00:00+00:00,0.09244199842214584,0.24606899917125702,0.09183400124311447,0.10682900249958038,107279,0.0,0.0
2019-05-24 00:00:00+00:00,0.1068670004606247,0.13189299404621124,0.09661900252103806,0.11420200020074844,26765,0.0,0.0
2019-05-25 00:00:00+00:00,0.11420200020074844,0.13566799461841583,0.0961180031299591,0.09666299819946289,22230,0.0,0.0
2019-05-26 00:00:00+00:00,0.09647300094366074,0.12462600320577621,0.09525100141763687,0.11287099868059158,39493,0.0,0.0
2019-05-27 00:00:00+00:00,0.11287400126457214,0.14524699747562408,0.11142200231552124,0.13925699889659882,121336,0.0,0.0
2019-05-28 00:00:00+00:00,0.139164999127388,0.16907000541687012,0.13177399337291718,0.14585499465465546,90260,0.0,0.0
2019-05-29 00:00:00+00:00,0.14585499465465546,0.15209299325942993,0.11509999632835388,0.14916099607944489,37902,0.0,0.0
2019-05-30 00:00:00+00:00,0.14916099607944489,0.2119169980287552,0.1396770030260086,0.15888799726963043,80584,0.0,0.0
2019-05-31 00:00:00+00:00,0.15888799726963043,0.16197699308395386,0.140065997838974,0.15712200105190277,29774,0.0,0.0
2019-06-01 00:00:00+00:00,0.15712200105190277,0.2329300045967102,0.14761200547218323,0.1996230036020279,51730,0.0,0.0
2019-06-02 00:00:00+00:00,0.1996230036020279,0.291144996881485,0.18487699329853058,0.22715100646018982,47757,0.0,0.0
2019-06-03 00:00:00+00:00,0.22715100646018982,0.29676100611686707,0.21422100067138672,0.222788006067276,59879,0.0,0.0
2019-06-04 00:00:00+00:00,0.2225559949874878,0.22945700585842133,0.1768610030412674,0.1837500035762787,27772,0.0,0.0
2019-06-05 00:00:00+00:00,0.1837500035762787,0.2007170021533966,0.15931899845600128,0.15931899845600128,32973,0.0,0.0
2019-06-06 00:00:00+00:00,0.1593340039253235,0.203233003616333,0.1286119967699051,0.14812099933624268,15071,0.0,0.0
2019-06-07 00:00:00+00:00,0.14812900125980377,0.1657550036907196,0.12640400230884552,0.12640400230884552,8226,0.0,0.0
2019-06-08 00:00:00+00:00,0.12703600525856018,0.13831199705600739,0.10805000364780426,0.13422900438308716,20212,0.0,0.0
2019-06-09 00:00:00+00:00,0.1342419981956482,0.13874000310897827,0.12341400235891342,0.1256749927997589,5169,0.0,0.0
2019-06-10 00:00:00+00:00,0.12536099553108215,0.14820300042629242,0.12273100018501282,0.12835299968719482,6360,0.0,0.0
2019-06-11 00:00:00+00:00,0.12831999361515045,0.1376349925994873,0.1123490035533905,0.13561199605464935,10459,0.0,0.0
2019-06-12 00:00:00+00:00,0.1358869969844818,0.14742699265480042,0.13262200355529785,0.14242200553417206,5965,0.0,0.0
2019-06-13 00:00:00+00:00,0.14252200722694397,0.17226900160312653,0.14123499393463135,0.15856899321079254,10865,0.0,0.0
2019-06-14 00:00:00+00:00,0.15872199833393097,0.17584000527858734,0.1522500067949295,0.16920900344848633,3282,0.0,0.0
2019-06-15 00:00:00+00:00,0.169281005859375,0.20728799700737,0.16773900389671326,0.19588099420070648,5989,0.0,0.0
2019-06-16 00:00:00+00:00,0.19588099420070648,0.22081899642944336,0.1773190051317215,0.18994799256324768,20187,0.0,0.0
2019-06-17 00:00:00+00:00,0.19011199474334717,0.20669600367546082,0.18285199999809265,0.19215700030326843,4456,0.0,0.0
2019-06-18 00:00:00+00:00,0.1920740008354187,0.20538899302482605,0.18270200490951538,0.18420599400997162,3610,0.0,0.0
2019-06-19 00:00:00+00:00,0.1843319982290268,0.23157499730587006,0.1842000037431717,0.22881199419498444,11843,0.0,0.0
2019-06-20 00:00:00+00:00,0.22877299785614014,0.23367999494075775,0.20988599956035614,0.2120549976825714,6738,0.0,0.0
2019-06-21 00:00:00+00:00,0.21220700442790985,0.2377139925956726,0.20801399648189545,0.23201100528240204,9673,0.0,0.0
2019-06-22 00:00:00+00:00,0.2326669991016388,0.26882898807525635,0.22066600620746613,0.23865799605846405,31197,0.0,0.0
2019-06-23 00:00:00+00:00,0.23869800567626953,0.2898370027542114,0.23388099670410156,0.25710299611091614,43710,0.0,0.0
2019-06-24 00:00:00+00:00,0.25710299611091614,0.27184000611305237,0.24955600500106812,0.26912400126457214,11215,0.0,0.0
2019-06-25 00:00:00+00:00,0.2688699960708618,0.2710230052471161,0.24943600594997406,0.2631149888038635,13510,0.0,0.0
2019-06-26 00:00:00+00:00,0.2631149888038635,0.28706398606300354,0.20151300728321075,0.2097020000219345,15924,0.0,0.0
2019-06-27 00:00:00+00:00,0.2097020000219345,0.23536799848079681,0.1769530028104782,0.19618800282478333,8527,0.0,0.0
2019-06-28 00:00:00+00:00,0.1965010017156601,0.23909999430179596,0.1941470056772232,0.230445995926857,10681,0.0,0.0
2019-06-29 00:00:00+00:00,0.23062999546527863,0.23062999546527863,0.2004290074110031,0.20065400004386902,4163,0.0,0.0
2019-06-30 00:00:00+00:00,0.20048800110816956,0.2217389941215515,0.1824830025434494,0.20440900325775146,7111,0.0,0.0
2019-07-01 00:00:00+00:00,0.20440900325775146,0.20692099630832672,0.17301799356937408,0.18331600725650787,2913,0.0,0.0
2019-07-02 00:00:00+00:00,0.18345999717712402,0.19600699841976166,0.16784599423408508,0.1830340027809143,4544,0.0,0.0
2019-07-03 00:00:00+00:00,0.1830579936504364,0.2037770003080368,0.15480199456214905,0.1609569936990738,8553,0.0,0.0
2019-07-04 00:00:00+00:00,0.16094599664211273,0.17576700448989868,0.13983400166034698,0.13999000191688538,7373,0.0,0.0
