TIMESTAMP,ADJUSTED_CLOSE_PRICE_USD,OPEN_PRICE_USD,LOW_PRICE_USD,HIGH_PRICE_USD,VOLUME_USD,CLOSE_PRICE_USD
2022-01-25 00:00:00,2.001676082611084,3.1008219718933105,1.8310600519180296,3.1008670330047607,117159829,2.001676082611084
2022-01-26 00:00:00,1.6848269701004028,2.0016889572143555,1.5847899913787842,2.083240032196045,49372377,1.6848269701004028
2022-01-27 00:00:00,1.5669560432434082,1.6868849992752075,1.5102750062942505,1.7685730457305908,27478541,1.5669560432434082
2022-01-28 00:00:00,1.616294026374817,1.5681049823760986,1.5074180364608765,1.645171046257019,16903818,1.616294026374817
2022-01-29 00:00:00,1.622939944267273,1.6162970066070557,1.585500955581665,1.7076170444488523,16168334,1.622939944267273
2022-01-30 00:00:00,1.5373510122299194,1.6269079446792605,1.532824993133545,1.7540149688720703,15837268,1.5373510122299194
2022-01-31 00:00:00,1.466871976852417,1.5354230403900146,1.430325984954834,1.5413390398025513,14210427,1.466871976852417
2022-02-01 00:00:00,1.4773130416870115,1.4671709537506104,1.463021993637085,1.566277027130127,11756171,1.4773130416870115
2022-02-02 00:00:00,1.3073270320892334,1.4769330024719238,1.3049949407577517,1.486662983894348,12402383,1.3073270320892334
2022-02-03 00:00:00,1.2579599618911743,1.3072420358657837,1.2167400121688845,1.3209919929504397,13510309,1.2579599618911743
2022-02-04 00:00:00,1.6697330474853516,1.257619023323059,1.2362539768218994,1.7509230375289917,68406813,1.6697330474853516
2022-02-05 00:00:00,1.6631779670715332,1.669510006904602,1.6146260499954224,1.844459056854248,31088033,1.6631779670715332
2022-02-06 00:00:00,1.6788250207901,1.6583600044250488,1.576053023338318,1.705288052558899,14043695,1.6788250207901
2022-02-07 00:00:00,1.749338984489441,1.6818499565124512,1.5998769998550415,1.7890950441360474,17245858,1.749338984489441
2022-02-08 00:00:00,1.789620041847229,1.7501460313796997,1.6266380548477173,1.9359509944915767,34133601,1.789620041847229
2022-02-09 00:00:00,1.7787539958953855,1.7870830297470093,1.6887439489364624,1.855401992797852,14850316,1.7787539958953855
2022-02-10 00:00:00,1.745753049850464,1.778041958808899,1.7186100482940674,1.9491679668426516,32118283,1.745753049850464
2022-02-11 00:00:00,1.558565974235535,1.745959997177124,1.5416710376739502,1.8235989809036253,23490964,1.558565974235535
2022-02-12 00:00:00,1.475849986076355,1.5586040019989014,1.4358290433883667,1.620319962501526,17784759,1.475849986076355
2022-02-13 00:00:00,1.4734580516815186,1.4757169485092163,1.439926028251648,1.597795009613037,23667790,1.4734580516815186
2022-02-14 00:00:00,1.4647129774093628,1.4722059965133667,1.4099479913711548,1.4799230098724363,8757931,1.4647129774093628
2022-02-15 00:00:00,1.625082015991211,1.4643239974975586,1.4629440307617188,1.6618900299072266,14538783,1.625082015991211
2022-02-16 00:00:00,1.5420000553131104,1.6251850128173828,1.4714499711990356,1.6251850128173828,14055571,1.5420000553131104
2022-02-17 00:00:00,1.378743052482605,1.5415220260620115,1.3537009954452517,1.550389051437378,13162027,1.378743052482605
2022-02-18 00:00:00,1.402053952217102,1.3797659873962402,1.367069959640503,1.6148550510406494,35780197,1.402053952217102
2022-02-19 00:00:00,1.3558499813079834,1.4020240306854248,1.325943946838379,1.4292219877243042,12997287,1.3558499813079834
2022-02-20 00:00:00,1.238347053527832,1.3556469678878784,1.1733059883117676,1.356600046157837,17758037,1.238347053527832
2022-02-21 00:00:00,1.0838810205459597,1.2387080192565918,1.081591010093689,1.289430022239685,16625010,1.0838810205459597
2022-02-22 00:00:00,1.1168169975280762,1.0841389894485474,1.0480929613113403,1.1660929918289185,14307554,1.1168169975280762
2022-02-23 00:00:00,1.0118629932403564,1.116642951965332,1.008586049079895,1.182623028755188,17847563,1.0118629932403564
2022-02-24 00:00:00,1.0630359649658203,1.0116469860076904,0.8276749849319458,1.1396039724349976,53567303,1.0630359649658203
2022-02-25 00:00:00,1.1165889501571655,1.064121961593628,1.0477789640426636,1.3364570140838623,75810626,1.1165889501571655
