TIMESTAMP,BONK29975_OPEN_PRICE_USD,BONK29975_HIGH_PRICE_USD,BONK29975_LOW_PRICE_USD,BONK29975_CLOSE_PRICE_USD,BONK29975_VOLUME_USD,BONK29975_DIVIDENDS_USD,BONK29975_STOCK_SPLITS_USD
2024-07-29 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,41,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,817,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,593,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,580,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,96,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,181,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-06-01 00:00:00+00:00,7.025199784968864e-14,7.025199784968864e-14,6.94228677908075e-14,6.94228677908075e-14,23,0.0,0.0
