TIMESTAMP,SOLANA29914_OPEN_PRICE_USD,SOLANA29914_HIGH_PRICE_USD,SOLANA29914_LOW_PRICE_USD,SOLANA29914_CLOSE_PRICE_USD,SOLANA29914_VOLUME_USD,SOLANA29914_DIVIDENDS_USD,SOLANA29914_STOCK_SPLITS_USD
2025-04-19 00:00:00+00:00,2.5999999706982635e-05,3.600000127335079e-05,2.5999999706982635e-05,3.300000025774352e-05,1937,0.0,0.0
2025-04-20 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,3.099999958067201e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,3.300000025774352e-05,4.3000000005122274e-05,3.300000025774352e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.700000004551839e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,2.8000000384054147e-05,3.400000059627928e-05,2.5999999706982635e-05,2.5999999706982635e-05,3497,0.0,0.0
2025-04-29 00:00:00+00:00,2.5999999706982635e-05,3.7000001611886546e-05,2.5999999706982635e-05,3.600000127335079e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.400000059627928e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,2.700000004551839e-05,2.8000000384054147e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,2.5999999706982635e-05,3.7000001611886546e-05,2.5999999706982635e-05,3.600000127335079e-05,2082,0.0,0.0
2025-05-09 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.5000000934815034e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.199999991920777e-05,3.400000059627928e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,3.300000025774352e-05,6.0999998822808266e-05,3.199999991920777e-05,4.8999998398358e-05,28765,0.0,0.0
2025-05-16 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.600000127335079e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.7000001611886546e-05,3.899999865097925e-05,397,0.0,0.0
2025-05-19 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.600000127335079e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.600000127335079e-05,1420,0.0,0.0
2025-05-21 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.600000127335079e-05,3.7000001611886546e-05,597,0.0,0.0
2025-05-22 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,3.600000127335079e-05,5.999999848427251e-05,3.5000000934815034e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,3.5000000934815034e-05,3.899999865097925e-05,3.5000000934815034e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.199999991920777e-05,3.199999991920777e-05,471,0.0,0.0
2025-06-01 00:00:00+00:00,3.216792902094312e-05,3.216792902094312e-05,3.074160485994071e-05,3.074160485994071e-05,633,0.0,0.0
