TIMESTAMP,KNOX_OPEN_PRICE_USD,KNOX_HIGH_PRICE_USD,KNOX_LOW_PRICE_USD,KNOX_CLOSE_PRICE_USD,KNOX_VOLUME_USD,KNOX_DIVIDENDS_USD,KNOX_STOCK_SPLITS_USD
2022-06-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-06-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-07-31 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.0,0.008816000074148178,0,0.0,0.0
2022-08-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-08-31 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-09-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-10-31 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-11-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-13 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-14 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-15 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-16 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-17 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-18 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-19 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-20 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-21 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-22 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-23 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-24 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-25 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-26 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-27 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-28 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-29 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-30 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2022-12-31 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-01 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-02 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-03 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-04 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-05 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-06 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-07 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-08 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-09 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-10 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-11 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
2023-01-12 00:00:00+00:00,0.008816000074148178,0.008816000074148178,0.008816000074148178,0.008816000074148178,0,0.0,0.0
