TIMESTAMP,WEB318293_OPEN_PRICE_USD,WEB318293_HIGH_PRICE_USD,WEB318293_LOW_PRICE_USD,WEB318293_CLOSE_PRICE_USD,WEB318293_VOLUME_USD,WEB318293_DIVIDENDS_USD,WEB318293_STOCK_SPLITS_USD
2023-03-25 00:00:00+00:00,,,,0.0,479,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,175,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,143,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,342,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,153,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,303,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,421,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,840,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,1308,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,1056,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,895,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,324,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,150,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,670,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,363,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,228,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,163,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,170,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,79,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,222,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,96,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,317,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,123,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,60,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,123,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,70,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,147,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,95,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,90,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,98,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,127,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,107,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,187,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,207,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,78,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,98,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,349,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,110,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,213,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,45,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,44,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,95,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,106,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,260,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,44,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,107,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,74,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,83,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,352,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,149,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,82,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,76,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,88,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,96,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,228,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,154,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,193,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,227,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,276,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
