TIMESTAMP,BABYCATS_OPEN_PRICE_USD,BABYCATS_HIGH_PRICE_USD,BABYCATS_LOW_PRICE_USD,BABYCATS_CLOSE_PRICE_USD,BABYCATS_VOLUME_USD,BABYCATS_DIVIDENDS_USD,BABYCATS_STOCK_SPLITS_USD
2024-07-19 00:00:00+00:00,,,,0.0,258,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,107,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,144,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,215,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,861,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,310,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,1798,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,449,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,160,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,461,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,159,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,945,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,327,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,2283,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,351,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,1023,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,1460,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,263,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1319,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,643,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,596,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,240,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,131,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,551,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,2669,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,555,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,3899,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,1192,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1403,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,164,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,228,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,288,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1579,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,428,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,334,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,278,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,78,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,939,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,662,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,192,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,277,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,85,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,413,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,103,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,144,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,495,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,146,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,121,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-06-01 00:00:00+00:00,1.156242289412912e-11,1.1564342365655289e-11,1.141793864317675e-11,1.1564342365655289e-11,17,0.0,0.0
