TIMESTAMP,CKB_OPEN_PRICE_USD,CKB_HIGH_PRICE_USD,CKB_LOW_PRICE_USD,CKB_CLOSE_PRICE_USD,CKB_VOLUME_USD,CKB_DIVIDENDS_USD,CKB_STOCK_SPLITS_USD
2019-11-19 00:00:00+00:00,0.009088999591767788,0.009204999543726444,0.007499999832361937,0.007916999980807304,11810928,0.0,0.0
2019-11-20 00:00:00+00:00,0.007916999980807304,0.00901500042527914,0.007761000189930201,0.008953999727964401,11387674,0.0,0.0
2019-11-21 00:00:00+00:00,0.008964000269770622,0.009895999915897846,0.008352999575436115,0.009109999984502792,14925012,0.0,0.0
2019-11-22 00:00:00+00:00,0.009109999984502792,0.009453999809920788,0.00837200041860342,0.008484000340104103,12309580,0.0,0.0
2019-11-23 00:00:00+00:00,0.008476999588310719,0.008973999880254269,0.007949000224471092,0.008481999859213829,10042321,0.0,0.0
2019-11-24 00:00:00+00:00,0.008484999649226665,0.00866399984806776,0.008124000392854214,0.008337999694049358,8005225,0.0,0.0
2019-11-25 00:00:00+00:00,0.008314000442624092,0.009039999917149544,0.007656999863684177,0.008414999581873417,10243548,0.0,0.0
2019-11-26 00:00:00+00:00,0.00843099970370531,0.008678000420331955,0.00784400012344122,0.00810999982059002,7897854,0.0,0.0
2019-11-27 00:00:00+00:00,0.008136999793350697,0.00864499993622303,0.007864000275731087,0.008526000194251537,6652658,0.0,0.0
2019-11-28 00:00:00+00:00,0.008475000038743019,0.008553000167012215,0.008051999844610691,0.008085999637842178,4578899,0.0,0.0
2019-11-29 00:00:00+00:00,0.008092000149190426,0.008484000340104103,0.008043999783694744,0.008352000266313553,4911558,0.0,0.0
2019-11-30 00:00:00+00:00,0.008352000266313553,0.008546000346541405,0.007915999740362167,0.008045000024139881,5349058,0.0,0.0
2019-12-01 00:00:00+00:00,0.008055999875068665,0.00821600016206503,0.007846999913454056,0.008086999878287315,4422266,0.0,0.0
2019-12-02 00:00:00+00:00,0.008097000420093536,0.008252999745309353,0.007718000095337629,0.008043999783694744,4553200,0.0,0.0
2019-12-03 00:00:00+00:00,0.008043999783694744,0.008100000210106373,0.007757000159472227,0.007899999618530273,5033743,0.0,0.0
2019-12-04 00:00:00+00:00,0.007903999648988247,0.008015000261366367,0.0075240000151097775,0.0078039998188614845,5963610,0.0,0.0
2019-12-05 00:00:00+00:00,0.007823999971151352,0.00810300000011921,0.007350000087171793,0.007883000187575817,6429717,0.0,0.0
2019-12-06 00:00:00+00:00,0.00788899976760149,0.008030000142753124,0.00762300007045269,0.007988999597728252,4334734,0.0,0.0
2019-12-07 00:00:00+00:00,0.007992000319063663,0.008085000328719616,0.007763000205159187,0.00802099984139204,3385124,0.0,0.0
2019-12-08 00:00:00+00:00,0.00802099984139204,0.008465999737381935,0.007772000040858984,0.008368000388145447,4713868,0.0,0.0
2019-12-09 00:00:00+00:00,0.008368000388145447,0.009002000093460083,0.00802600011229515,0.008597999811172485,7126409,0.0,0.0
2019-12-10 00:00:00+00:00,0.008585999719798565,0.008593999780714512,0.007857000455260277,0.007896999828517437,4729700,0.0,0.0
2019-12-11 00:00:00+00:00,0.007899999618530273,0.008302000351250172,0.0078050000593066216,0.007849999703466892,3351129,0.0,0.0
2019-12-12 00:00:00+00:00,0.007852000184357166,0.007949000224471092,0.007718999870121479,0.0077680000104010105,2832918,0.0,0.0
2019-12-13 00:00:00+00:00,0.007770000025629997,0.008015000261366367,0.007753999903798103,0.007836000062525272,2779212,0.0,0.0
