TIMESTAMP,BTC_CLOSE_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_OPEN_PRICE_USD,BTC_VOLUME_FROM_USD,BTC_VOLUME_TO_USD
2022-10-16,19264.26,19424.55,19065.87,19069.72,15790.4,303391318.02
2022-10-17,19550.49,19676.02,19159.47,19264.26,42730.12,831592233.83
2022-10-18,19330.29,19698.1,19095.12,19550.49,60022.88,1167039781.8
2022-10-19,19123.89,19359.2,19075.49,19330.29,49128.58,943284685.97
2022-10-20,19043.54,19339.65,18927.42,19123.89,65084.73,1244652119.42
2022-10-21,19166.4,19248.63,18696.2,19043.54,62640.06,1191982244.05
2022-10-22,19207.57,19254.68,19116.62,19166.4,16403.84,314703377.71
2022-10-23,19572.6,19687.8,19081.67,19207.57,31309.01,607568457.44
2022-10-24,19331.06,19593.09,19164.18,19572.6,63448.35,1228052555.79
2022-10-25,20087.18,20414.92,19243.03,19331.06,103329.66,2052122456.45
2022-10-26,20776.76,21013.26,20059.27,20087.18,118988.74,2453067543.31
2022-10-27,20295.28,20876.24,20207.09,20776.76,88046.28,1813055358.34
2022-10-28,20599.89,20751.67,20031.32,20295.28,78334.3,1597589795.85
2022-10-29,20820.19,21064.84,20564.11,20599.89,58585.18,1219658735.57
2022-10-30,20630.65,20936.41,20523.41,20820.19,38497.09,797587682.85
2022-10-31,20492.56,20833.31,20242.91,20630.65,61486.04,1260610163.71
2022-11-01,20480.27,20684.6,20336.33,20492.56,48670.97,997276692.3
2022-11-02,20150.33,20801.56,20061.18,20480.27,91094.84,1861306372.17
2022-11-03,20207.99,20385.92,20040.32,20150.33,54134.03,1095711784.35
2022-11-04,21150.6,21295.37,20182.9,20207.99,97929.56,2037648086.91
2022-11-05,21301.57,21471.49,21085.76,21150.6,33103.84,706196028.56
2022-11-06,20910.59,21363.27,20893.65,21301.57,27700.95,586960236.65
2022-11-07,20593.73,21066.63,20395.49,20910.59,72622.36,1506814091.81
2022-11-08,18544.7,20672.25,17452.87,20593.73,208299.18,4026079371.74
2022-11-09,15820.02,18581.64,15546.97,18544.7,245518.91,4215919087.89
2022-11-10,17559.67,18113.28,15674.81,15820.02,167486.58,2835119228.72
2022-11-11,17007.72,17644.1,16383.43,17559.67,103948.83,1767514338.22
2022-11-12,16773.9,17067.53,16603.78,17007.72,34631.17,582536367.95
2022-11-13,16307.47,16921.72,16235.01,16773.9,35382.36,586182485.99
2022-11-14,16592.04,17157.81,15797.71,16307.47,84268.36,1384247874.05
2022-11-15,16879.14,17091.76,16509.15,16592.04,76202.66,1282932319.76
2022-11-16,16648.05,16988.63,16373.11,16879.14,64606.13,1075046774.52
2022-11-17,16680.21,16731.41,16405.81,16648.05,39166.08,650179026.0
2022-11-18,16677.95,16975.14,16531.77,16680.21,45048.23,753255014.89
2022-11-19,16683.72,16798.75,16539.01,16677.95,17003.18,282884885.11
2022-11-20,16253.6,16730.0,16169.2,16683.72,28587.86,470894190.07
2022-11-21,15760.19,16272.47,15480.69,16253.6,80853.23,1289350720.98
2022-11-22,16198.25,16277.08,15600.3,15760.19,74140.47,1184556737.9
2022-11-23,16590.98,16676.49,16144.79,16198.25,66057.37,1087435133.37
2022-11-24,16588.46,16787.9,16453.52,16590.98,37641.28,624934230.62
2022-11-25,16508.33,16605.86,16336.71,16588.46,34733.48,572460119.25
2022-11-26,16451.53,16687.21,16382.61,16508.33,20929.5,346443601.6
2022-11-27,16420.87,16587.18,16401.91,16451.53,18193.37,300543689.5
2022-11-28,16207.01,16477.82,16000.76,16420.87,53565.6,867757025.61
2022-11-29,16431.79,16528.39,16096.7,16207.01,50846.01,833578637.87
2022-11-30,17162.35,17216.6,16424.76,16431.79,86349.91,1460126671.64
2022-12-01,16978.64,17255.22,16865.92,17162.35,57361.34,978462617.82
2022-12-02,17094.49,17102.08,16827.01,16978.64,45492.23,771518084.81
2022-12-03,16888.31,17152.49,16868.66,17094.49,24699.47,419139334.98
2022-12-04,17111.76,17194.4,16884.91,16888.31,29823.7,508091945.23
2022-12-05,16966.84,17409.45,16879.12,17111.76,62808.12,1077884559.22
2022-12-06,17086.52,17101.02,16917.86,16966.84,47766.64,811906594.36
2022-12-07,16837.85,17126.91,16713.28,17086.52,42127.95,710367336.21
2022-12-08,17226.02,17286.64,16757.86,16837.85,48682.69,827814503.9
2022-12-09,17126.85,17319.38,17077.4,17226.02,41460.2,712368959.63
2022-12-10,17129.19,17221.25,17102.71,17126.85,17288.71,296657331.89
2022-12-11,17094.83,17259.64,17080.42,17129.19,22135.09,379827965.39
2022-12-12,17208.66,17239.13,16881.75,17094.83,43450.3,739369625.44
2022-12-13,17775.32,17945.07,17096.23,17208.66,80026.6,1407400841.45
2022-12-14,17801.37,18344.32,17684.33,17775.32,84917.12,1523737945.31
2022-12-15,17359.21,17853.72,17296.89,17801.37,68490.07,1200283423.38
2022-12-16,16658.44,17520.63,16611.58,17359.21,88776.6,1508594012.33
2022-12-17,16780.55,16794.06,16593.68,16658.44,40996.08,684665347.29
2022-12-18,16742.74,16830.84,16673.02,16780.55,25188.36,421765916.48
2022-12-19,16442.79,16813.47,16350.32,16742.74,63181.42,1050395879.84
2022-12-20,16901.12,17028.68,16404.94,16442.79,78296.38,1315229591.09
2022-12-21,16821.13,16922.92,16737.8,16901.12,42277.5,711271059.5
2022-12-22,16816.01,16860.78,16571.31,16821.13,48646.01,814340454.91
2022-12-23,16780.97,16907.78,16763.01,16816.01,46894.6,789038908.8
2022-12-24,16837.16,16857.81,16779.49,16780.97,17417.89,293139806.69
2022-12-25,16829.1,16850.93,16736.37,16837.16,17605.22,295850564.63
2022-12-26,16916.07,16926.73,16796.91,16829.1,20635.79,347724478.09
2022-12-27,16700.54,16960.3,16606.04,16916.07,42994.72,720956171.23
2022-12-28,16540.47,16767.99,16471.35,16700.54,54253.61,901583901.63
2022-12-29,16631.24,16650.11,16487.13,16540.47,41148.04,682471478.61
2022-12-30,16599.47,16637.25,16364.76,16631.24,53276.85,880260779.52
2022-12-31,16531.31,16625.46,16487.05,16599.47,27594.76,456998456.42
2023-01-01,16613.87,16619.82,16502.85,16531.31,20256.16,335220861.58
2023-01-02,16670.08,16768.07,16544.15,16613.87,30159.75,503360386.62
2023-01-03,16670.16,16766.7,16605.01,16670.08,37684.59,628582193.83
2023-01-04,16846.82,16972.62,16651.02,16670.16,58841.99,990689260.54
2023-01-05,16825.87,16869.84,16764.64,16846.82,31174.48,524511536.58
2023-01-06,16946.16,17013.77,16687.42,16825.87,52488.7,883642131.54
2023-01-07,16942.73,16972.62,16905.39,16946.16,11628.45,196915427.54
2023-01-08,17115.81,17132.21,16913.28,16942.73,21159.6,359149910.85
2023-01-09,17179.03,17387.59,17103.2,17115.81,73779.59,1271943559.93
2023-01-10,17442.44,17484.36,17148.57,17179.03,57628.21,997764944.91
2023-01-11,17938.0,17986.45,17324.71,17442.44,63571.7,1113334370.52
2023-01-12,18849.0,19092.31,17906.4,17938.0,122644.76,2252897545.61
2023-01-13,19932.05,19992.23,18717.45,18849.0,94611.39,1820146569.6
2023-01-14,20954.52,21255.15,19895.77,19932.05,107073.42,2223938908.13
2023-01-15,20878.94,21047.91,20575.44,20954.52,44461.09,924310249.74
2023-01-16,21188.92,21438.83,20635.89,20878.94,66430.52,1399257790.94
2023-01-17,21136.12,21555.18,20866.41,21188.92,55706.36,1181967488.8
2023-01-18,20678.47,21624.6,20411.68,21136.12,82422.66,1733563128.99
2023-01-19,21082.28,21180.98,20670.44,20678.47,54649.2,1141134569.38
2023-01-20,22676.2,22724.89,20884.26,21082.28,82923.31,1793127005.71
2023-01-21,22789.92,23327.14,22465.82,22676.2,96424.84,2212422402.47
2023-01-22,22714.99,23072.22,22343.13,22789.92,62351.77,1419749432.93
2023-01-23,22917.47,23154.59,22585.74,22714.99,70990.57,1622068993.43
2023-01-24,22637.8,23159.62,22485.0,22917.47,78065.25,1788469593.53
2023-01-25,23066.28,23801.04,22354.6,22637.8,88106.3,2010835832.21
2023-01-26,23009.15,23268.02,22870.4,23066.28,64065.53,1477492373.79
2023-01-27,23077.75,23485.53,22594.06,23009.15,65135.66,1499524205.45
2023-01-28,23031.02,23181.57,22895.7,23077.75,20229.78,465656885.65
2023-01-29,23747.26,23948.42,22981.04,23031.02,57693.1,1356557545.16
2023-01-30,22833.34,23796.62,22577.01,23747.26,73408.97,1699735992.01
2023-01-31,23129.7,23271.14,22725.41,22833.34,49746.31,1144361734.86
2023-02-01,23730.52,23799.9,22792.33,23129.7,50174.15,1166002955.1
2023-02-02,23470.8,24229.18,23423.04,23730.52,57852.6,1378661476.28
2023-02-03,23437.21,23709.93,23230.74,23470.8,40956.08,961229252.16
2023-02-04,23332.1,23582.26,23268.8,23437.21,14312.36,334962158.54
2023-02-05,22940.79,23429.68,22796.98,23332.1,27262.45,628865943.88
2023-02-06,22761.44,23147.93,22655.5,22940.79,40112.72,918256802.27
2023-02-07,23252.78,23343.29,22752.6,22761.44,37031.49,852489794.18
2023-02-08,22961.13,23407.79,22688.45,23252.78,32423.41,746102368.06
2023-02-09,21807.55,23000.67,21741.16,22961.13,72685.0,1626493846.29
2023-02-10,21634.86,21940.0,21495.4,21807.55,52389.7,1139170302.72
2023-02-11,21862.19,21897.19,21611.54,21634.86,17100.45,371394433.41
2023-02-12,21790.14,22081.41,21659.69,21862.19,27490.57,601407332.2
2023-02-13,21787.77,21895.37,21407.31,21790.14,58725.99,1271661452.37
2023-02-14,22208.56,22308.02,21587.95,21787.77,51049.58,1121665134.71
2023-02-15,24332.21,24338.52,22059.91,22208.56,70450.63,1636571319.77
2023-02-16,23533.22,25233.22,23522.57,24332.21,89399.75,2195432803.47
2023-02-17,24578.28,25012.32,23368.98,23533.22,83842.0,2024871806.46
2023-02-18,24638.27,24854.76,24454.5,24578.28,22334.7,550069111.96
2023-02-19,24287.53,25175.28,24253.13,24638.27,43529.32,1073608902.53
2023-02-20,24838.09,25098.8,23873.19,24287.53,54396.11,1341924666.63
2023-02-21,24450.5,25216.35,24168.6,24838.09,68937.6,1699888067.11
2023-02-22,24186.92,24471.79,23597.76,24450.5,71228.71,1707889533.14
2023-02-23,23941.1,24595.08,23629.29,24186.92,67725.34,1630064365.85
2023-02-24,23189.78,24125.33,22830.91,23941.1,68652.11,1610829236.2
2023-02-25,23168.68,23218.2,22809.19,23190.14,24727.95,569329617.92
2023-02-26,23557.29,23671.2,23068.22,23168.68,27073.82,632282012.46
2023-02-27,23492.86,23884.1,23148.47,23557.29,45081.05,1057863335.56
2023-02-28,23137.23,23595.27,23038.65,23492.86,34862.93,814380395.42
2023-03-01,23642.8,23980.02,23036.22,23137.23,45323.52,1070132297.9
2023-03-02,23467.23,23794.81,23210.39,23642.8,34727.29,813452928.16
2023-03-03,22360.92,23477.22,22134.9,23467.23,59283.75,1328714697.97
2023-03-04,22353.23,22410.68,22177.19,22360.92,11840.22,264342272.32
2023-03-05,22434.09,22638.92,22243.05,22353.23,20875.88,468467084.05
2023-03-06,22410.79,22595.33,22311.67,22434.09,27089.91,607585243.32
2023-03-07,22201.44,22540.85,21951.39,22410.79,38893.98,865083425.31
2023-03-08,21704.74,22262.91,21628.01,22201.44,41232.56,907354581.02
2023-03-09,20370.48,21822.92,20113.96,21704.74,75232.11,1584851678.8
2023-03-10,20206.71,20371.25,19599.47,20370.48,105350.02,2103890132.26
2023-03-11,20613.6,20847.88,19895.33,20206.71,69435.51,1416403424.21
2023-03-12,22183.71,22224.01,20445.19,20613.6,63957.66,1352204877.06
2023-03-13,24207.1,24596.0,21896.85,22183.71,94501.71,2198916015.73
2023-03-14,24757.56,26522.41,24071.83,24207.1,110643.58,2783419006.43
2023-03-15,24372.11,25272.47,23946.02,24757.56,74114.24,1826358018.09
2023-03-16,25049.83,25211.23,24220.45,24372.11,55408.3,1372954004.0
2023-03-17,27441.41,27782.88,24945.9,25049.83,96426.82,2554985216.53
2023-03-18,26973.46,27749.91,26655.22,27441.41,48843.14,1335463761.57
2023-03-19,28040.29,28441.41,26901.66,26973.46,48163.58,1337898482.67
2023-03-20,27807.05,28539.63,27228.03,28040.29,65834.79,1838684361.11
2023-03-21,28188.11,28494.87,27416.8,27807.05,45696.4,1282225223.57
2023-03-22,27316.18,28902.98,26676.69,28188.11,81267.64,2277940781.79
2023-03-23,28345.7,28807.82,27190.13,27316.18,63194.55,1769187941.89
2023-03-24,27493.01,28421.94,27054.76,28345.7,52231.16,1456957038.0
2023-03-25,27492.83,27819.55,27186.95,27493.01,22474.29,618098148.62
2023-03-26,27995.16,28217.66,27448.83,27492.83,26394.91,734596186.26
2023-03-27,27146.01,28045.33,26551.46,27995.16,45933.42,1256153698.38
2023-03-28,27266.08,27527.5,26638.39,27146.01,36875.77,997573892.51
2023-03-29,28355.7,28643.21,27254.72,27266.08,49571.43,1396887121.69
2023-03-30,28040.71,29171.13,27735.19,28355.7,58696.25,1666973949.92
2023-03-31,28474.62,28651.82,27552.64,28040.71,45335.87,1278854661.75
2023-04-01,28468.49,28816.74,28263.72,28474.62,15689.96,446928904.2
2023-04-02,28187.85,28537.18,27885.3,28468.49,16366.29,461356032.51
2023-04-03,27809.04,28498.51,27292.3,28187.85,47462.93,1328993515.18
2023-04-04,28177.23,28441.54,27671.89,27809.04,32404.02,911124090.2
2023-04-05,28180.06,28766.02,27843.06,28177.23,37846.93,1072312476.98
2023-04-06,28043.49,28191.21,27736.36,28180.06,26094.3,730428566.02
2023-04-07,27927.8,28110.82,27786.82,28043.49,14575.83,407205241.71
2023-04-08,27953.93,28168.77,27879.51,27927.8,9261.95,259437156.74
2023-04-09,28340.68,28539.41,27825.42,27953.93,16329.18,459285638.27
2023-04-10,29655.75,29776.84,28179.73,28340.68,41851.84,1211248945.3
2023-04-11,30226.45,30558.49,29612.35,29655.75,47151.42,1420381272.66
2023-04-12,29905.56,30499.62,29710.91,30226.45,36421.26,1094799669.68
2023-04-13,30407.76,30603.93,29881.9,29905.56,31936.33,967351995.59
2023-04-14,30491.71,31020.32,30015.78,30407.76,48758.42,1491399385.72
2023-04-15,30321.55,30615.21,30237.51,30491.71,13596.83,413221716.15
2023-04-16,30322.37,30562.42,30155.49,30321.55,17283.22,524392638.12
2023-04-17,29446.34,30331.32,29265.91,30322.37,34966.91,1037503329.39
2023-04-18,30395.53,30485.26,29135.27,29446.34,36469.48,1095189891.18
2023-04-19,28821.91,30419.74,28615.79,30395.53,54525.22,1600523152.28
2023-04-20,28248.11,29094.98,28007.09,28821.91,41297.76,1180562733.76
2023-04-21,27261.17,28365.2,27173.44,28248.11,43368.57,1207725781.37
2023-04-22,27820.73,27883.77,27150.5,27261.17,17443.02,479603472.21
2023-04-23,27596.85,27822.57,27352.28,27820.73,18289.06,504160726.43
2023-04-24,27520.93,27988.76,26998.44,27596.85,34236.79,940115640.57
2023-04-25,28308.07,28394.39,27200.99,27520.93,31694.19,876191270.4
2023-04-26,28432.89,30016.54,27261.2,28308.07,79154.04,2278451179.33
2023-04-27,29483.94,29890.36,28397.94,28432.89,63333.86,1850604653.99
2023-04-28,29339.99,29600.91,28920.19,29483.94,35166.03,1030276785.7
2023-04-29,29251.2,29457.51,29078.4,29339.99,11330.73,332020115.89
2023-04-30,29236.81,29958.96,29113.64,29251.2,23251.07,685897041.94
2023-05-01,28086.77,29340.45,27680.56,29236.81,43941.31,1246630368.83
2023-05-02,28694.7,28895.93,27899.16,28086.77,32659.37,927486609.7
2023-05-03,29041.65,29278.11,28151.97,28694.7,40257.03,1150554649.51
2023-05-04,28865.72,29376.48,28702.7,29041.65,27573.93,799149017.42
2023-05-05,29548.51,29701.05,28852.44,28865.72,35426.26,1039027772.96
2023-05-06,28943.98,29853.13,28449.95,29548.51,24527.41,713641803.94
2023-05-07,28572.81,29212.06,28547.22,28943.98,16604.62,480627306.93
2023-05-08,27783.42,28786.01,27396.42,28572.81,40605.62,1136175854.67
2023-05-09,27680.21,27963.87,27510.12,27783.42,22925.76,634693185.14
2023-05-10,27628.73,28330.36,26840.62,27680.21,41945.8,1162217682.96
2023-05-11,26991.62,27642.56,26731.83,27628.73,29504.51,802346192.21
2023-05-12,26807.09,27092.93,25833.3,26991.62,42526.8,1123450368.34
2023-05-13,26788.88,27043.5,26705.45,26807.09,12502.23,335722601.8
2023-05-14,26931.44,27189.55,26611.92,26788.88,11877.98,319668371.39
2023-05-15,27176.27,27668.19,26759.29,26931.44,27959.1,764041771.98
2023-05-16,27036.57,27304.97,26869.45,27176.27,23994.43,649282623.49
2023-05-17,27406.21,27488.05,26565.39,27036.57,29196.37,788279620.49
2023-05-18,26823.31,27476.67,26379.63,27406.21,27707.43,749234030.86
2023-05-19,26888.42,27178.6,26668.92,26823.31,16460.59,442561192.0
2023-05-20,27118.54,27164.5,26840.23,26888.42,7375.52,199050865.32
2023-05-21,26755.17,27280.07,26691.06,27118.54,11973.11,322799242.35
2023-05-22,26855.4,27084.08,26548.27,26755.17,17684.89,474287648.56
2023-05-23,27224.7,27480.33,26808.03,26855.4,21235.04,578611517.74
2023-05-24,26326.17,27225.89,26092.06,27224.7,31836.22,843296169.29
2023-05-25,26480.21,26605.5,25882.27,26326.17,22984.71,604389199.53
2023-05-26,26719.7,26940.67,26338.96,26480.21,20356.54,542617989.88
2023-05-27,26872.59,26902.14,26585.34,26719.7,7427.77,198605797.63
2023-05-28,28077.57,28249.51,26789.58,26872.59,19785.88,543751511.42
2023-05-29,27746.07,28450.88,27546.65,28077.57,21644.99,604161699.4
2023-05-30,27703.56,28052.68,27568.98,27746.07,23615.79,656814149.04
2023-05-31,27220.17,27836.82,26853.57,27703.56,28352.48,770131646.3
2023-06-01,26825.73,27347.94,26628.22,27220.17,23979.7,645324727.67
2023-06-02,27251.14,27305.0,26519.23,26825.73,23786.38,643162971.0
2023-06-03,27078.3,27330.86,26946.35,27251.14,8092.89,219785033.16
2023-06-04,27125.24,27451.16,26964.17,27078.3,9147.43,248793311.51
2023-06-05,25740.46,27135.1,25411.77,27125.24,37219.66,973121005.98
2023-06-06,27269.02,27379.88,25380.61,25740.46,38336.34,1007782393.96
2023-06-07,26348.91,27423.02,26132.38,27269.02,30599.1,816508052.84
2023-06-08,26509.09,26816.33,26225.25,26348.91,15156.05,401604313.0
2023-06-09,26483.81,26777.91,26290.32,26509.09,16583.88,439912147.38
2023-06-10,25856.18,26533.58,25424.05,26483.81,31361.96,809187356.13
2023-06-11,25937.58,26214.2,25655.94,25856.18,13172.72,341057974.45
2023-06-12,25905.64,26099.5,25629.48,25937.58,17060.82,441188405.58
2023-06-13,25928.94,26425.22,25717.6,25905.64,23047.35,599487905.69
2023-06-14,25125.73,26074.14,24836.48,25928.94,26761.01,684056303.1
2023-06-15,25574.36,25740.96,24765.75,25125.73,32804.74,824201465.11
2023-06-16,26330.59,26479.27,25205.5,25574.36,27648.16,715401866.52
2023-06-17,26510.43,26780.79,26170.91,26330.59,12515.48,331591669.75
2023-06-18,26338.0,26686.77,26260.74,26510.43,9378.95,248624880.04
2023-06-19,26842.09,27036.32,26265.34,26338.0,17956.62,477713441.96
2023-06-20,28319.35,28407.13,26648.29,26842.09,45985.63,1265530107.38
2023-06-21,30000.55,30780.84,28276.59,28319.35,57981.94,1710075101.48
2023-06-22,29892.81,30499.85,29611.53,30000.55,34380.15,1034077333.64
2023-06-23,30705.39,31416.26,29818.21,29892.81,41294.22,1263857697.39
2023-06-24,30548.2,30811.37,30276.97,30705.39,13046.45,399256498.04
2023-06-25,30473.64,31051.66,30297.61,30548.2,13393.19,410384145.76
2023-06-26,30271.91,30658.58,29930.89,30473.64,21681.68,656487409.95
2023-06-27,30696.99,31013.13,30232.66,30271.91,22312.5,683163079.08
2023-06-28,30078.9,30714.46,29862.15,30696.99,19096.02,577536151.3
2023-06-29,30447.17,30833.99,30043.07,30078.9,21447.12,654120553.86
2023-06-30,30471.06,31272.25,29465.7,30447.17,47299.15,1438707503.25
2023-07-01,30590.76,30653.27,30321.27,30471.06,7261.71,221634243.18
2023-07-02,30617.66,30788.75,30181.34,30590.76,8660.66,264438993.35
2023-07-03,31160.24,31388.17,30575.7,30617.66,19619.43,606995802.76
2023-07-04,30774.39,31331.3,30638.68,31160.24,13276.48,411450957.26
2023-07-05,30503.07,30877.17,30201.06,30774.39,15878.7,484235780.2
2023-07-06,29907.98,31521.11,29869.18,30503.07,30802.77,942103548.67
2023-07-07,30349.69,30450.48,29725.12,29907.98,19368.34,584908167.72
2023-07-08,30294.36,30383.67,30056.18,30349.69,6360.91,192238272.3
2023-07-09,30171.49,30441.0,30074.68,30294.36,7139.62,216124236.01
2023-07-10,30421.04,31045.4,29964.03,30171.49,22193.83,674592681.26
2023-07-11,30626.62,30805.91,30314.1,30421.04,17665.77,539220942.45
2023-07-12,30385.22,30977.57,30214.19,30626.62,24693.12,755704294.14
2023-07-13,31475.78,31844.94,30259.09,30385.22,42344.72,1314075890.88
2023-07-14,30331.09,31636.78,29929.3,31475.78,33129.0,1021600213.08
2023-07-15,30298.45,30403.12,30258.91,30331.09,4925.15,149344124.18
2023-07-16,30248.17,30450.66,30083.92,30298.45,7411.25,224532522.64
2023-07-17,30147.68,30340.04,29675.15,30248.17,18560.1,558752237.54
2023-07-18,29863.79,30244.13,29538.16,30147.68,18759.37,560798877.42
2023-07-19,29918.6,30193.82,29765.06,29863.79,14893.37,446435257.92
2023-07-20,29809.61,30417.9,29577.88,29918.6,19269.41,577250260.25
2023-07-21,29911.46,30060.04,29737.09,29809.61,13254.74,395907301.04
2023-07-22,29791.61,30000.3,29635.44,29911.46,6111.68,182484169.27
2023-07-23,30085.68,30345.9,29738.58,29791.61,8140.53,244328645.64
2023-07-24,29181.04,30097.78,28860.94,30085.68,25436.68,744538575.95
2023-07-25,29226.63,29367.59,29054.49,29181.04,12141.51,354541899.17
2023-07-26,29352.06,29682.98,29098.81,29226.63,16583.36,486510821.91
2023-07-27,29217.05,29566.99,29082.04,29352.06,12727.55,373268935.18
2023-07-28,29316.82,29528.45,29121.24,29217.05,11707.43,342975082.63
2023-07-29,29358.76,29406.57,29258.14,29316.82,4989.17,146316009.97
2023-07-30,29283.34,29449.84,29043.43,29358.76,7661.41,224246250.77
2023-07-31,29231.47,29524.99,29108.82,29283.34,14553.25,426457343.16
2023-08-01,29699.74,29721.48,28564.09,29231.47,28319.33,822433494.24
2023-08-02,29163.69,30029.06,28914.46,29699.74,28507.89,838251477.68
2023-08-03,29177.75,29397.03,28945.61,29163.69,15427.08,450334651.17
2023-08-04,29078.51,29308.95,28794.51,29177.75,12900.38,375805085.38
2023-08-05,29050.34,29111.36,28953.98,29078.51,4135.0,120051247.27
2023-08-06,29046.16,29164.68,28962.89,29050.34,4361.16,126689336.09
2023-08-07,29182.16,29245.27,28672.37,29046.16,16388.65,475156597.17
2023-08-08,29770.51,30210.36,29111.88,29182.16,26561.94,786792606.34
2023-08-09,29566.47,30120.86,29356.43,29770.51,17933.09,532770863.32
2023-08-10,29428.1,29707.55,29319.58,29566.47,12722.06,375142806.93
2023-08-11,29403.56,29535.4,29219.56,29428.1,10550.47,310027638.11
2023-08-12,29417.08,29471.12,29356.08,29403.56,3495.96,102819295.5
2023-08-13,29281.55,29447.27,29257.12,29417.08,3928.8,115373186.78
2023-08-14,29409.22,29664.61,29082.39,29281.55,12333.02,362522208.47
2023-08-15,29171.23,29460.86,29056.77,29409.22,10214.85,299026558.28
2023-08-16,28702.8,29228.22,28696.21,29171.23,16506.96,479152538.98
2023-08-17,26629.67,28752.02,25328.06,28702.8,50603.71,1394530695.43
2023-08-18,26049.69,26823.13,25629.62,26629.67,33853.32,888090076.41
2023-08-19,26095.8,26266.25,25797.39,26049.69,10190.62,265159375.46
2023-08-20,26191.01,26291.33,25983.85,26095.8,7358.66,192271431.08
2023-08-21,26126.18,26248.2,25819.92,26191.01,16512.71,430024076.12
2023-08-22,26043.01,26137.6,25369.8,26126.18,19880.36,514473682.56
2023-08-23,26429.4,26807.82,25802.48,26043.01,25584.15,672652092.31
2023-08-24,26166.22,26565.88,25859.32,26429.4,17135.14,449180401.68
2023-08-25,26051.29,26291.13,25759.58,26166.22,18808.91,489263026.85
2023-08-26,26010.35,26109.19,25979.58,26051.29,3572.84,93024725.64
2023-08-27,26091.32,26168.79,25966.75,26010.35,4137.97,107924452.3
2023-08-28,26106.0,26233.53,25861.84,26091.32,11633.38,302943657.3
2023-08-29,27724.41,28154.08,25911.89,26106.0,39870.36,1089036684.85
2023-08-30,27305.41,27766.41,27036.49,27724.41,19031.6,520197058.0
2023-08-31,25937.29,27563.68,25683.18,27305.41,27850.06,741278108.53
2023-09-01,25798.79,26137.14,25323.44,25937.29,24807.18,639696809.37
2023-09-02,25868.56,25980.31,25729.66,25798.79,7017.96,181289556.36
2023-09-03,25971.37,26115.72,25805.82,25868.56,6190.05,160541183.85
2023-09-04,25816.24,26089.36,25636.28,25971.37,8832.41,228454428.06
2023-09-05,25785.01,25878.61,25567.56,25816.24,10888.31,280146729.52
2023-09-06,25751.71,26019.64,25379.85,25785.01,15183.61,390027105.24
2023-09-07,26264.75,26426.41,25600.8,25751.71,18952.45,491838528.79
2023-09-08,25907.13,26443.61,25650.9,26264.75,18556.34,482397556.59
2023-09-09,25898.41,25936.62,25799.89,25907.13,4094.4,105931726.4
2023-09-10,25833.67,26020.84,25589.02,25898.41,8434.22,217583144.54
2023-09-11,25157.07,25889.38,24911.78,25833.67,24481.75,619642052.88
2023-09-12,25840.34,26545.24,25128.37,25157.07,36111.44,937711286.48
2023-09-13,26227.49,26432.59,25768.65,25840.34,18955.32,495397769.94
2023-09-14,26533.66,26845.74,26136.39,26227.49,24488.8,649517751.61
2023-09-15,26605.49,26879.57,26224.91,26533.66,17339.0,459310066.65
2023-09-16,26569.13,26771.68,26459.99,26605.49,7062.9,187703875.45
2023-09-17,26533.12,26621.93,26413.39,26569.13,5698.34,151125765.17
2023-09-18,26767.82,27425.7,26394.81,26533.12,29536.95,797114111.3
2023-09-19,27219.02,27493.85,26676.6,26767.82,24703.82,670630172.73
2023-09-20,27126.4,27389.22,26814.07,27219.02,21439.58,581302466.15
2023-09-21,26567.47,27162.0,26373.55,27126.4,20948.1,559336631.68
2023-09-22,26583.16,26738.04,26478.87,26567.47,15354.82,408613785.26
2023-09-23,26585.41,26640.84,26522.49,26583.16,5251.29,139605320.21
2023-09-24,26261.44,26732.91,26146.79,26585.41,9848.35,260953441.64
2023-09-25,26297.93,26439.02,25997.17,26261.44,19804.27,518905094.49
2023-09-26,26212.59,26395.42,26090.75,26297.93,12902.09,338286231.16
2023-09-27,26360.2,26828.5,26096.78,26212.59,24188.11,638562791.04
2023-09-28,27027.2,27306.05,26328.53,26360.2,30832.51,827813877.45
2023-09-29,26909.4,27233.94,26674.22,27027.2,21721.72,585322764.87
2023-09-30,26964.27,27095.39,26887.09,26909.4,7260.78,195916128.74
2023-10-01,27994.51,28060.49,26958.76,26964.27,16861.15,464200302.08
2023-10-02,27507.22,28585.13,27312.81,27994.51,42701.42,1198411956.48
2023-10-03,27428.66,27669.05,27170.07,27507.22,22621.25,620603083.21
2023-10-04,27789.8,27836.54,27222.97,27428.66,18061.23,497243557.18
2023-10-05,27414.59,28128.37,27363.01,27789.8,25127.82,696054430.54
2023-10-06,27946.61,28280.04,27181.63,27414.59,25278.57,701648471.47
2023-10-07,27973.69,28035.05,27864.11,27946.61,7351.08,205394649.0
2023-10-08,27933.57,28105.36,27714.35,27973.69,8547.03,238690010.87
2023-10-09,27598.77,27999.8,27282.89,27933.57,21887.87,603964078.09
2023-10-10,27395.4,27735.72,27298.5,27598.77,18600.95,511109469.33
2023-10-11,26871.21,27475.69,26531.55,27395.4,30496.51,821395574.15
2023-10-12,26756.23,26937.98,26549.78,26871.21,16400.37,438531983.5
