TIMESTAMP,GEIST_OPEN_PRICE_USD,GEIST_HIGH_PRICE_USD,GEIST_LOW_PRICE_USD,GEIST_CLOSE_PRICE_USD,GEIST_VOLUME_USD,GEIST_DIVIDENDS_USD,GEIST_STOCK_SPLITS_USD
2025-03-20 00:00:00+00:00,0.00011100000119768083,0.00011999999696854502,0.00011100000119768083,0.00011600000289035961,0,0.0,0.0
2025-03-21 00:00:00+00:00,0.00011600000289035961,0.00011600000289035961,0.00010599999950500205,0.00011000000085914508,0,0.0,0.0
2025-03-22 00:00:00+00:00,0.00011000000085914508,0.00011200000153621659,0.00011000000085914508,0.00011100000119768083,0,0.0,0.0
2025-03-23 00:00:00+00:00,0.00011100000119768083,0.00011600000289035961,0.00011100000119768083,0.00011600000289035961,0,0.0,0.0
2025-03-24 00:00:00+00:00,0.00011600000289035961,0.00013099999341648072,0.00011600000289035961,0.0001289999927394092,0,0.0,0.0
2025-03-25 00:00:00+00:00,0.0001289999927394092,0.0001340000017080456,0.00012599999899975955,0.00013299999409355223,0,0.0,0.0
2025-03-26 00:00:00+00:00,0.00013299999409355223,0.00013600000238511711,0.00012700000661425292,0.00013000000035390258,0,0.0,0.0
2025-03-27 00:00:00+00:00,0.00013000000035390258,0.00013499999477062374,0.00012799999967683107,0.0001320000010309741,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.0001320000010309741,0.0001320000010309741,0.00011500000255182385,0.00011600000289035961,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.00011600000289035961,0.00011600000289035961,0.00010399999882793054,0.00010399999882793054,0,0.0,0.0
2025-03-30 00:00:00+00:00,0.00010399999882793054,0.00010699999984353781,0.00010399999882793054,0.0001049999991664663,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.899999713525176e-05,0.00010399999882793054,0,0.0,0.0
2025-04-01 00:00:00+00:00,0.00010399999882793054,0.00011300000187475234,0.00010399999882793054,0.00011000000085914508,0,0.0,0.0
2025-04-02 00:00:00+00:00,0.00011000000085914508,0.00011000000085914508,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,9.999999747378752e-05,0.00010399999882793054,9.500000305706635e-05,0.00010399999882793054,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.00010399999882793054,0.00010800000018207356,0.00010299999848939478,0.00010800000018207356,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,0.00010800000018207356,0.00010800000018207356,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,9.40000027185306e-05,9.40000027185306e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,9.40000027185306e-05,9.600000339560211e-05,8.299999899463728e-05,9.200000204145908e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,8.499999967170879e-05,8.499999967170879e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,8.499999967170879e-05,0.0001049999991664663,8.299999899463728e-05,0.0001049999991664663,0,0.0,0.0
2025-04-10 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,9.999999747378752e-05,0.00010399999882793054,9.999999747378752e-05,0.00010399999882793054,0,0.0,0.0
2025-04-12 00:00:00+00:00,0.00010399999882793054,0.00011500000255182385,0.00010399999882793054,0.00011500000255182385,0,0.0,0.0
2025-04-13 00:00:00+00:00,0.00011500000255182385,0.00011500000255182385,0.00010699999984353781,0.00010699999984353781,0,0.0,0.0
2025-04-14 00:00:00+00:00,0.00010699999984353781,0.00011100000119768083,0.00010699999984353781,0.00010699999984353781,0,0.0,0.0
2025-04-15 00:00:00+00:00,0.00010699999984353781,0.00011000000085914508,0.00010299999848939478,0.00010299999848939478,0,0.0,0.0
2025-04-16 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,9.999999747378752e-05,0.00010099999781232327,9.999999747378752e-05,0.00010099999781232327,0,0.0,0.0
2025-04-18 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,9.999999747378752e-05,0.00010199999815085903,9.899999713525176e-05,0.00010199999815085903,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,9.899999713525176e-05,9.899999713525176e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,9.899999713525176e-05,0.00010699999984353781,9.7999996796716e-05,9.7999996796716e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,9.7999996796716e-05,0.00011000000085914508,9.7999996796716e-05,0.00011000000085914508,0,0.0,0.0
2025-04-23 00:00:00+00:00,0.00011000000085914508,0.00011300000187475234,0.00010900000052060932,0.00010900000052060932,0,0.0,0.0
2025-04-24 00:00:00+00:00,0.00010900000052060932,0.00011200000153621659,0.00010599999950500205,0.00011200000153621659,0,0.0,0.0
2025-04-25 00:00:00+00:00,0.00011200000153621659,0.00011600000289035961,0.00011100000119768083,0.00011500000255182385,0,0.0,0.0
2025-04-26 00:00:00+00:00,0.00011500000255182385,0.00012099999730708078,0.00011500000255182385,0.00011600000289035961,0,0.0,0.0
2025-04-27 00:00:00+00:00,0.00011600000289035961,0.00011800000356743112,0.00011100000119768083,0.00011100000119768083,0,0.0,0.0
2025-04-28 00:00:00+00:00,0.00011100000119768083,0.00011500000255182385,0.00011100000119768083,0.00011100000119768083,0,0.0,0.0
2025-04-29 00:00:00+00:00,0.00011100000119768083,0.0001140000022132881,0.00011100000119768083,0.0001140000022132881,0,0.0,0.0
2025-04-30 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00010199999815085903,0.00010699999984353781,0,0.0,0.0
2025-05-01 00:00:00+00:00,0.00010699999984353781,0.0001289999927394092,0.00010699999984353781,0.0001250000059371814,0,0.0,0.0
2025-05-02 00:00:00+00:00,0.0001250000059371814,0.0001250000059371814,0.00011700000322889537,0.0001230000052601099,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.0001230000052601099,0.0001230000052601099,0.00011800000356743112,0.00011800000356743112,0,0.0,0.0
2025-05-04 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,0.00011300000187475234,0.00011300000187475234,0,0.0,0.0
2025-05-05 00:00:00+00:00,0.00011300000187475234,0.0001140000022132881,0.00011100000119768083,0.00011100000119768083,0,0.0,0.0
2025-05-06 00:00:00+00:00,0.00011100000119768083,0.00011100000119768083,0.00010599999950500205,0.00010800000018207356,0,0.0,0.0
2025-05-07 00:00:00+00:00,0.00010800000018207356,0.00011200000153621659,0.00010699999984353781,0.00010699999984353781,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.00010699999984353781,0.00012099999730708078,0.00010699999984353781,0.00012099999730708078,0,0.0,0.0
2025-05-09 00:00:00+00:00,0.00012099999730708078,0.00013000000035390258,0.00012099999730708078,0.0001289999927394092,0,0.0,0.0
2025-05-10 00:00:00+00:00,0.0001289999927394092,0.0001289999927394092,0.00012399999832268804,0.0001250000059371814,0,0.0,0.0
2025-05-11 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.0001250000059371814,0.0001250000059371814,0,0.0,0.0
2025-05-12 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.0001230000052601099,0.0001250000059371814,0,0.0,0.0
2025-05-13 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.00012099999730708078,0.00013099999341648072,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.00013099999341648072,0.00013099999341648072,0.0001230000052601099,0.0001230000052601099,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.0001230000052601099,0.00012399999832268804,0.0001140000022132881,0.0001140000022132881,1,0.0,0.0
2025-05-16 00:00:00+00:00,0.0001140000022132881,0.00011700000322889537,0.00011200000153621659,0.00011200000153621659,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.00011200000153621659,0.00011200000153621659,0.00010399999882793054,0.00010399999882793054,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.00010399999882793054,0.00010900000052060932,0.00010399999882793054,0.00010399999882793054,0,0.0,0.0
2025-05-19 00:00:00+00:00,0.00010399999882793054,0.00010900000052060932,0.00010299999848939478,0.0001049999991664663,0,0.0,0.0
2025-05-20 00:00:00+00:00,0.0001049999991664663,0.00010800000018207356,0.00010399999882793054,0.00010399999882793054,0,0.0,0.0
2025-05-21 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,9.200000204145908e-05,9.200000204145908e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,9.200000204145908e-05,9.7999996796716e-05,9.200000204145908e-05,9.7999996796716e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,9.7999996796716e-05,9.899999713525176e-05,8.70000003487803e-05,8.70000003487803e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,8.70000003487803e-05,8.70000003487803e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,8.70000003487803e-05,9.300000237999484e-05,7.999999797903001e-05,9.300000237999484e-05,1496,0.0,0.0
2025-05-26 00:00:00+00:00,9.300000237999484e-05,0.0001049999991664663,9.300000237999484e-05,0.00010199999815085903,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00010199999815085903,0.0001049999991664663,0.00010199999815085903,0.00010399999882793054,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,0.00010099999781232327,0.00010199999815085903,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,9.300000237999484e-05,9.300000237999484e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,8.900000102585182e-05,9.100000170292333e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,9.103264892473817e-05,9.103264892473817e-05,9.103264892473817e-05,9.103264892473817e-05,5,0.0,0.0
