TIMESTAMP,ADJUSTED_CLOSE_PRICE_USD,OPEN_PRICE_USD,LOW_PRICE_USD,VOLUME_USD,HIGH_PRICE_USD,CLOSE_PRICE_USD
2021-03-17 00:00:00,3.3968520164489746,3.473701000213623,2.857445001602173,10008290,3.473701000213623,3.3968520164489746
2021-03-18 00:00:00,5.936767101287842,3.393760919570923,3.365717887878418,17665114,6.007326126098633,5.936767101287842
2021-03-19 00:00:00,7.111313819885254,5.995308876037598,5.918935775756836,54825307,8.308771133422852,7.111313819885254
2021-03-20 00:00:00,6.654911994934082,7.110393047332764,6.552404880523682,15497248,7.135727882385254,6.654911994934082
2021-03-21 00:00:00,6.3485870361328125,6.654943943023682,5.8471360206604,16021411,6.656946182250977,6.3485870361328125
2021-03-22 00:00:00,6.312686920166016,6.347217082977295,6.3078460693359375,14309023,6.83733606338501,6.312686920166016
2021-03-23 00:00:00,5.705480098724365,6.313354969024658,5.681811809539795,7881125,6.322653770446777,5.705480098724365
2021-03-24 00:00:00,4.982859134674072,5.705967903137207,4.973182201385498,8540462,5.705967903137207,4.982859134674072
2021-03-25 00:00:00,4.407820224761963,4.983224868774414,4.405817031860352,6041932,5.000171184539795,4.407820224761963
2021-03-26 00:00:00,4.823196887969971,4.40766191482544,4.328146934509277,9864676,4.880299091339111,4.823196887969971
2021-03-27 00:00:00,4.713823795318604,4.823975086212158,4.706639766693115,5415045,4.83490800857544,4.713823795318604
2021-03-28 00:00:00,4.57077693939209,4.714044094085693,4.493173122406006,5244857,4.724249839782715,4.57077693939209
2021-03-29 00:00:00,4.788397789001465,4.570393085479736,4.542914867401123,6089723,4.849123001098633,4.788397789001465
2021-03-30 00:00:00,4.809210777282715,4.787549018859863,4.772644996643066,5176367,4.820345878601074,4.809210777282715
2021-03-31 00:00:00,4.64850378036499,4.8095221519470215,4.64788293838501,4114114,4.812475204467773,4.64850378036499
2021-04-01 00:00:00,4.478342056274414,4.648403167724609,4.436859130859375,6023932,4.667247772216797,4.478342056274414
2021-04-02 00:00:00,4.457550048828125,4.478353977203369,4.420242786407471,4771838,4.490668773651123,4.457550048828125
2021-04-03 00:00:00,4.197528839111328,4.45802116394043,4.166553974151611,6801973,4.597957134246826,4.197528839111328
2021-04-04 00:00:00,4.004461765289307,4.194827079772949,3.936479091644287,4909485,4.203918933868408,4.004461765289307
2021-04-05 00:00:00,4.619710922241211,4.003879070281982,3.900055885314941,9970680,4.714855194091797,4.619710922241211
2021-04-06 00:00:00,4.944726943969727,4.617068767547607,4.495931148529053,9754969,5.020126819610596,4.944726943969727
2021-04-07 00:00:00,4.992000102996826,4.940864086151123,4.908456802368164,9047379,5.293004989624023,4.992000102996826
2021-04-08 00:00:00,5.15967321395874,4.992533206939697,4.9825439453125,5028116,5.190372943878174,5.15967321395874
2021-04-09 00:00:00,5.282924175262451,5.160768032073975,5.155765056610107,9353259,5.4969801902771,5.282924175262451
2021-04-10 00:00:00,5.109364032745361,5.283578872680664,5.08090877532959,5208795,5.296230792999268,5.109364032745361
2021-04-11 00:00:00,5.168803215026856,5.108977794647217,5.075301170349121,6053750,5.245596885681152,5.168803215026856
2021-04-12 00:00:00,4.960297107696533,5.1682538986206055,4.960297107696533,6925038,5.201746940612793,4.960297107696533
2021-04-13 00:00:00,5.091707229614258,4.960509777069092,4.738582134246826,9198109,5.129537105560303,5.091707229614258
2021-04-14 00:00:00,5.147768020629883,5.091616153717041,4.985222816467285,7268494,5.17679500579834,5.147768020629883
2021-04-15 00:00:00,5.582942962646484,5.1480231285095215,5.124104976654053,7181740,5.693813800811768,5.582942962646484
2021-04-16 00:00:00,5.480865955352783,5.582396984100342,5.366147041320801,6289482,5.65162992477417,5.480865955352783
2021-04-17 00:00:00,5.585590839385986,5.478761196136475,5.390207767486572,6204533,5.621397018432617,5.585590839385986
2021-04-18 00:00:00,4.9036078453063965,5.588315963745117,4.8639678955078125,8319849,5.589943885803223,4.9036078453063965
2021-04-19 00:00:00,4.917123794555664,4.900381088256836,4.8273468017578125,7835975,5.010921955108643,4.917123794555664
2021-04-20 00:00:00,4.873302936553955,4.915830135345459,4.751993179321289,6486423,4.915830135345459,4.873302936553955
